details,result
"比賽模式: CLASSIC
使用英雄: Taliyah (MIDDLE)
終場表現: - 擊殺數: 9, 死亡數: 4, 助攻數: 9 - 獲得金錢: 11553 - 經驗值: 12114, 等级: 14 - 小兵擊殺數: 159, 野怪擊殺數: 8 關鍵事件:
- 在 68 秒時，(Taliyah (MIDDLE)) 擊殺了 (Skarner (TOP))
- 在 222 秒時，(Taliyah (MIDDLE)) 被 (Syndra (MIDDLE)) 擊殺
- 在 337 秒時，(Taliyah (MIDDLE)) 助攻 (Jinx (BOTTOM)) 擊殺了 (Syndra (MIDDLE))
- 在 348 秒時，(Taliyah (MIDDLE)) 助攻 (Jinx (BOTTOM)) 擊殺了 (Skarner (TOP))
- 在 441 秒時，(Taliyah (MIDDLE)) 擊殺了 (Zyra (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: Jinx (BOTTOM)
終場表現: - 擊殺數: 11, 死亡數: 3, 助攻數: 10 - 獲得金錢: 12883 - 經驗值: 10954, 等级: 13 - 小兵擊殺數: 165, 野怪擊殺數: 16 關鍵事件:
- 在 238 秒時，(Jinx (BOTTOM)) 助攻 (Nautilus (UTILITY)) 擊殺了 (Aphelios (BOTTOM))
- 在 248 秒時，(Jinx (BOTTOM)) 被 (Zyra (JUNGLE)) 擊殺
- 在 337 秒時，(Jinx (BOTTOM)) 擊殺了 (Syndra (MIDDLE))
- 在 348 秒時，(Jinx (BOTTOM)) 擊殺了 (Skarner (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: Nautilus (UTILITY)
終場表現: - 擊殺數: 1, 死亡數: 3, 助攻數: 17 - 獲得金錢: 7198 - 經驗值: 8157, 等级: 11 - 小兵擊殺數: 27, 野怪擊殺數: 0 關鍵事件:
- 在 238 秒時，(Nautilus (UTILITY)) 擊殺了 (Aphelios (BOTTOM))
- 在 241 秒時，(Nautilus (UTILITY)) 被 (Lulu (UTILITY)) 擊殺
- 在 337 秒時，(Nautilus (UTILITY)) 助攻 (Jinx (BOTTOM)) 擊殺了 (Syndra (MIDDLE))
- 在 348 秒時，(Nautilus (UTILITY)) 助攻 (Jinx (BOTTOM)) 擊殺了 (Skarner (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: Jax (TOP)
終場表現: - 擊殺數: 7, 死亡數: 0, 助攻數: 9 - 獲得金錢: 15874 - 經驗值: 20435, 等级: 18 - 小兵擊殺數: 242, 野怪擊殺數: 16 關鍵事件:
- 在 106 秒時，(Jax (TOP)) 助攻 (Graves (JUNGLE)) 擊殺了 (Gragas (TOP))
- 在 377 秒時，(Jax (TOP)) 擊殺了 (MasterYi (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: Graves (JUNGLE)
終場表現: - 擊殺數: 8, 死亡數: 4, 助攻數: 5 - 獲得金錢: 14376 - 經驗值: 17524, 等级: 17 - 小兵擊殺數: 49, 野怪擊殺數: 178 關鍵事件:
- 在 106 秒時，(Graves (JUNGLE)) 擊殺了 (Gragas (TOP))
- 在 319 秒時，(Graves (JUNGLE)) 助攻 (Fizz (MIDDLE)) 擊殺了 (Neeko (MIDDLE))
- 在 511 秒時，(Graves (JUNGLE)) 擊殺了 (MasterYi (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: Fizz (MIDDLE)
終場表現: - 擊殺數: 20, 死亡數: 5, 助攻數: 9 - 獲得金錢: 20296 - 經驗值: 23651, 等级: 18 - 小兵擊殺數: 261, 野怪擊殺數: 6 關鍵事件:
- 在 106 秒時，(Fizz (MIDDLE)) 助攻 (Graves (JUNGLE)) 擊殺了 (Gragas (TOP))
- 在 174 秒時，(Fizz (MIDDLE)) 被 (Neeko (MIDDLE)) 擊殺
- 在 224 秒時，(Fizz (MIDDLE)) 擊殺了 (Neeko (MIDDLE))
- 在 319 秒時，(Fizz (MIDDLE)) 擊殺了 (Neeko (MIDDLE))
- 在 509 秒時，(Fizz (MIDDLE)) 擊殺了 (Neeko (MIDDLE))
",Win
"比賽模式: CLASSIC
使用英雄: Draven (BOTTOM)
終場表現: - 擊殺數: 5, 死亡數: 10, 助攻數: 10 - 獲得金錢: 14383 - 經驗值: 15167, 等级: 16 - 小兵擊殺數: 210, 野怪擊殺數: 10 關鍵事件:
- 在 193 秒時，(Draven (BOTTOM)) 助攻 (Thresh (UTILITY)) 擊殺了 (Morgana (UTILITY))
- 在 199 秒時，(Draven (BOTTOM)) 被 (Jinx (BOTTOM)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Thresh (UTILITY)
終場表現: - 擊殺數: 2, 死亡數: 6, 助攻數: 19 - 獲得金錢: 9858 - 經驗值: 14332, 等级: 15 - 小兵擊殺數: 34, 野怪擊殺數: 0 關鍵事件:
- 在 193 秒時，(Thresh (UTILITY)) 擊殺了 (Morgana (UTILITY))
- 在 228 秒時，(Thresh (UTILITY)) 擊殺了 (Jinx (BOTTOM))
- 在 509 秒時，(Thresh (UTILITY)) 助攻 (Fizz (MIDDLE)) 擊殺了 (Neeko (MIDDLE))
- 在 533 秒時，(Thresh (UTILITY)) 被 (Morgana (UTILITY)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Gragas (TOP)
終場表現: - 擊殺數: 3, 死亡數: 9, 助攻數: 2 - 獲得金錢: 10817 - 經驗值: 14282, 等级: 15 - 小兵擊殺數: 204, 野怪擊殺數: 7 關鍵事件:
- 在 106 秒時，(Gragas (TOP)) 被 (Graves (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: MasterYi (JUNGLE)
終場表現: - 擊殺數: 7, 死亡數: 11, 助攻數: 5 - 獲得金錢: 12222 - 經驗值: 14130, 等级: 15 - 小兵擊殺數: 31, 野怪擊殺數: 137 關鍵事件:
- 在 377 秒時，(MasterYi (JUNGLE)) 被 (Jax (TOP)) 擊殺
- 在 511 秒時，(MasterYi (JUNGLE)) 被 (Graves (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Neeko (MIDDLE)
終場表現: - 擊殺數: 5, 死亡數: 10, 助攻數: 4 - 獲得金錢: 14037 - 經驗值: 18175, 等级: 17 - 小兵擊殺數: 238, 野怪擊殺數: 1 關鍵事件:
- 在 174 秒時，(Neeko (MIDDLE)) 擊殺了 (Fizz (MIDDLE))
- 在 224 秒時，(Neeko (MIDDLE)) 被 (Fizz (MIDDLE)) 擊殺
- 在 319 秒時，(Neeko (MIDDLE)) 被 (Fizz (MIDDLE)) 擊殺
- 在 509 秒時，(Neeko (MIDDLE)) 被 (Fizz (MIDDLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Jinx (BOTTOM)
終場表現: - 擊殺數: 4, 死亡數: 7, 助攻數: 11 - 獲得金錢: 13664 - 經驗值: 15378, 等级: 16 - 小兵擊殺數: 267, 野怪擊殺數: 28 關鍵事件:
- 在 199 秒時，(Jinx (BOTTOM)) 擊殺了 (Draven (BOTTOM))
- 在 228 秒時，(Jinx (BOTTOM)) 被 (Thresh (UTILITY)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Morgana (UTILITY)
終場表現: - 擊殺數: 6, 死亡數: 5, 助攻數: 10 - 獲得金錢: 10198 - 經驗值: 12389, 等级: 14 - 小兵擊殺數: 55, 野怪擊殺數: 0 關鍵事件:
- 在 193 秒時，(Morgana (UTILITY)) 被 (Thresh (UTILITY)) 擊殺
- 在 199 秒時，(Morgana (UTILITY)) 助攻 (Jinx (BOTTOM)) 擊殺了 (Draven (BOTTOM))
- 在 533 秒時，(Morgana (UTILITY)) 擊殺了 (Thresh (UTILITY))
",Lose
"比賽模式: CLASSIC
使用英雄: Shaco (JUNGLE)
終場表現: - 擊殺數: 11, 死亡數: 3, 助攻數: 7 - 獲得金錢: 14726 - 經驗值: 17948, 等级: 17 - 小兵擊殺數: 62, 野怪擊殺數: 154 關鍵事件:
- 在 171 秒時，(Shaco (JUNGLE)) 擊殺了 (Ahri (MIDDLE))
- 在 260 秒時，(Shaco (JUNGLE)) 擊殺了 (Zeri (BOTTOM))
- 在 472 秒時，(Shaco (JUNGLE)) 擊殺了 (Ahri (MIDDLE))
- 在 477 秒時，(Shaco (JUNGLE)) 擊殺了 (Tryndamere (TOP))
- 在 481 秒時，(Shaco (JUNGLE)) 被 (Sejuani (JUNGLE)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: Thresh (UTILITY)
終場表現: - 擊殺數: 3, 死亡數: 4, 助攻數: 20 - 獲得金錢: 10308 - 經驗值: 13721, 等级: 15 - 小兵擊殺數: 29, 野怪擊殺數: 0 關鍵事件:
- 在 260 秒時，(Thresh (UTILITY)) 助攻 (Shaco (JUNGLE)) 擊殺了 (Zeri (BOTTOM))
",Win
"比賽模式: CLASSIC
使用英雄: Diana (MIDDLE)
終場表現: - 擊殺數: 8, 死亡數: 9, 助攻數: 10 - 獲得金錢: 15959 - 經驗值: 16150, 等级: 16 - 小兵擊殺數: 202, 野怪擊殺數: 8 關鍵事件:
- 在 171 秒時，(Diana (MIDDLE)) 助攻 (Shaco (JUNGLE)) 擊殺了 (Ahri (MIDDLE))
- 在 472 秒時，(Diana (MIDDLE)) 助攻 (Shaco (JUNGLE)) 擊殺了 (Ahri (MIDDLE))
- 在 476 秒時，(Diana (MIDDLE)) 被 (Sejuani (JUNGLE)) 擊殺
- 在 477 秒時，(Diana (MIDDLE)) 助攻 (Shaco (JUNGLE)) 擊殺了 (Tryndamere (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: Draven (BOTTOM)
終場表現: - 擊殺數: 7, 死亡數: 3, 助攻數: 11 - 獲得金錢: 15434 - 經驗值: 15393, 等级: 16 - 小兵擊殺數: 221, 野怪擊殺數: 28 關鍵事件:
- 在 260 秒時，(Draven (BOTTOM)) 助攻 (Shaco (JUNGLE)) 擊殺了 (Zeri (BOTTOM))
",Win
"比賽模式: CLASSIC
使用英雄: Sett (TOP)
終場表現: - 擊殺數: 3, 死亡數: 7, 助攻數: 14 - 獲得金錢: 12068 - 經驗值: 17859, 等级: 17 - 小兵擊殺數: 186, 野怪擊殺數: 4 關鍵事件:
- 在 266 秒時，(Sett (TOP)) 被 (Tryndamere (TOP)) 擊殺
- 在 472 秒時，(Sett (TOP)) 助攻 (Shaco (JUNGLE)) 擊殺了 (Ahri (MIDDLE))
- 在 473 秒時，(Sett (TOP)) 被 (Tryndamere (TOP)) 擊殺
- 在 477 秒時，(Sett (TOP)) 助攻 (Shaco (JUNGLE)) 擊殺了 (Tryndamere (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: Tryndamere (TOP)
終場表現: - 擊殺數: 7, 死亡數: 7, 助攻數: 7 - 獲得金錢: 12365 - 經驗值: 16224, 等级: 16 - 小兵擊殺數: 201, 野怪擊殺數: 10 關鍵事件:
- 在 266 秒時，(Tryndamere (TOP)) 擊殺了 (Sett (TOP))
- 在 473 秒時，(Tryndamere (TOP)) 擊殺了 (Sett (TOP))
- 在 476 秒時，(Tryndamere (TOP)) 助攻 (Sejuani (JUNGLE)) 擊殺了 (Diana (MIDDLE))
- 在 477 秒時，(Tryndamere (TOP)) 被 (Shaco (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Sejuani (JUNGLE)
終場表現: - 擊殺數: 9, 死亡數: 5, 助攻數: 11 - 獲得金錢: 13638 - 經驗值: 14574, 等级: 15 - 小兵擊殺數: 26, 野怪擊殺數: 145 關鍵事件:
- 在 473 秒時，(Sejuani (JUNGLE)) 助攻 (Tryndamere (TOP)) 擊殺了 (Sett (TOP))
- 在 476 秒時，(Sejuani (JUNGLE)) 擊殺了 (Diana (MIDDLE))
- 在 481 秒時，(Sejuani (JUNGLE)) 擊殺了 (Shaco (JUNGLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Ahri (MIDDLE)
終場表現: - 擊殺數: 4, 死亡數: 9, 助攻數: 11 - 獲得金錢: 13270 - 經驗值: 17361, 等级: 17 - 小兵擊殺數: 249, 野怪擊殺數: 1 關鍵事件:
- 在 171 秒時，(Ahri (MIDDLE)) 被 (Shaco (JUNGLE)) 擊殺
- 在 472 秒時，(Ahri (MIDDLE)) 被 (Shaco (JUNGLE)) 擊殺
- 在 473 秒時，(Ahri (MIDDLE)) 助攻 (Tryndamere (TOP)) 擊殺了 (Sett (TOP))
- 在 476 秒時，(Ahri (MIDDLE)) 助攻 (Sejuani (JUNGLE)) 擊殺了 (Diana (MIDDLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Zeri (BOTTOM)
終場表現: - 擊殺數: 6, 死亡數: 8, 助攻數: 9 - 獲得金錢: 14521 - 經驗值: 13616, 等级: 15 - 小兵擊殺數: 254, 野怪擊殺數: 12 關鍵事件:
- 在 260 秒時，(Zeri (BOTTOM)) 被 (Shaco (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Yuumi (UTILITY)
終場表現: - 擊殺數: 0, 死亡數: 3, 助攻數: 13 - 獲得金錢: 6970 - 經驗值: 12395, 等级: 14 - 小兵擊殺數: 8, 野怪擊殺數: 0 關鍵事件:
",Lose
"比賽模式: CLASSIC
使用英雄: Vayne (TOP)
終場表現: - 擊殺數: 6, 死亡數: 10, 助攻數: 6 - 獲得金錢: 15043 - 經驗值: 20744, 等级: 18 - 小兵擊殺數: 217, 野怪擊殺數: 14 關鍵事件:
- 在 198 秒時，(Vayne (TOP)) 被 (Ornn (TOP)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: MonkeyKing (JUNGLE)
終場表現: - 擊殺數: 18, 死亡數: 8, 助攻數: 15 - 獲得金錢: 20851 - 經驗值: 23946, 等级: 18 - 小兵擊殺數: 59, 野怪擊殺數: 181 關鍵事件:
- 在 505 秒時，(MonkeyKing (JUNGLE)) 助攻 (Varus (BOTTOM)) 擊殺了 (LeeSin (JUNGLE))
- 在 510 秒時，(MonkeyKing (JUNGLE)) 擊殺了 (Lux (UTILITY))
- 在 529 秒時，(MonkeyKing (JUNGLE)) 擊殺了 (Caitlyn (BOTTOM))
- 在 538 秒時，(MonkeyKing (JUNGLE)) 助攻 (Varus (BOTTOM)) 擊殺了 (TwistedFate (MIDDLE))
",Win
"比賽模式: CLASSIC
使用英雄: Orianna (MIDDLE)
終場表現: - 擊殺數: 12, 死亡數: 5, 助攻數: 25 - 獲得金錢: 19643 - 經驗值: 25625, 等级: 18 - 小兵擊殺數: 281, 野怪擊殺數: 7 關鍵事件:
- 在 338 秒時，(Orianna (MIDDLE)) 被 (LeeSin (JUNGLE)) 擊殺
- 在 505 秒時，(Orianna (MIDDLE)) 助攻 (Varus (BOTTOM)) 擊殺了 (LeeSin (JUNGLE))
- 在 510 秒時，(Orianna (MIDDLE)) 助攻 (MonkeyKing (JUNGLE)) 擊殺了 (Lux (UTILITY))
",Win
"比賽模式: CLASSIC
使用英雄: Varus (BOTTOM)
終場表現: - 擊殺數: 20, 死亡數: 8, 助攻數: 19 - 獲得金錢: 23142 - 經驗值: 24102, 等级: 18 - 小兵擊殺數: 254, 野怪擊殺數: 18 關鍵事件:
- 在 237 秒時，(Varus (BOTTOM)) 被 (Caitlyn (BOTTOM)) 擊殺
- 在 505 秒時，(Varus (BOTTOM)) 擊殺了 (LeeSin (JUNGLE))
- 在 510 秒時，(Varus (BOTTOM)) 助攻 (MonkeyKing (JUNGLE)) 擊殺了 (Lux (UTILITY))
- 在 538 秒時，(Varus (BOTTOM)) 擊殺了 (TwistedFate (MIDDLE))
",Win
"比賽模式: CLASSIC
使用英雄: Ashe (UTILITY)
終場表現: - 擊殺數: 3, 死亡數: 13, 助攻數: 25 - 獲得金錢: 12200 - 經驗值: 14264, 等级: 15 - 小兵擊殺數: 46, 野怪擊殺數: 1 關鍵事件:
- 在 505 秒時，(Ashe (UTILITY)) 助攻 (Varus (BOTTOM)) 擊殺了 (LeeSin (JUNGLE))
- 在 529 秒時，(Ashe (UTILITY)) 助攻 (MonkeyKing (JUNGLE)) 擊殺了 (Caitlyn (BOTTOM))
- 在 533 秒時，(Ashe (UTILITY)) 被 (TwistedFate (MIDDLE)) 擊殺
- 在 538 秒時，(Ashe (UTILITY)) 助攻 (Varus (BOTTOM)) 擊殺了 (TwistedFate (MIDDLE))
",Win
"比賽模式: CLASSIC
使用英雄: Ornn (TOP)
終場表現: - 擊殺數: 7, 死亡數: 7, 助攻數: 11 - 獲得金錢: 13561 - 經驗值: 18941, 等级: 18 - 小兵擊殺數: 155, 野怪擊殺數: 0 關鍵事件:
- 在 198 秒時，(Ornn (TOP)) 擊殺了 (Vayne (TOP))
",Lose
"比賽模式: CLASSIC
使用英雄: LeeSin (JUNGLE)
終場表現: - 擊殺數: 11, 死亡數: 13, 助攻數: 6 - 獲得金錢: 16577 - 經驗值: 18613, 等级: 18 - 小兵擊殺數: 59, 野怪擊殺數: 177 關鍵事件:
- 在 198 秒時，(LeeSin (JUNGLE)) 助攻 (Ornn (TOP)) 擊殺了 (Vayne (TOP))
- 在 338 秒時，(LeeSin (JUNGLE)) 擊殺了 (Orianna (MIDDLE))
- 在 505 秒時，(LeeSin (JUNGLE)) 被 (Varus (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: TwistedFate (MIDDLE)
終場表現: - 擊殺數: 9, 死亡數: 11, 助攻數: 13 - 獲得金錢: 19689 - 經驗值: 21195, 等级: 18 - 小兵擊殺數: 267, 野怪擊殺數: 4 關鍵事件:
- 在 338 秒時，(TwistedFate (MIDDLE)) 助攻 (LeeSin (JUNGLE)) 擊殺了 (Orianna (MIDDLE))
- 在 533 秒時，(TwistedFate (MIDDLE)) 擊殺了 (Ashe (UTILITY))
- 在 538 秒時，(TwistedFate (MIDDLE)) 被 (Varus (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Caitlyn (BOTTOM)
終場表現: - 擊殺數: 14, 死亡數: 16, 助攻數: 7 - 獲得金錢: 22700 - 經驗值: 22399, 等级: 18 - 小兵擊殺數: 289, 野怪擊殺數: 47 關鍵事件:
- 在 237 秒時，(Caitlyn (BOTTOM)) 擊殺了 (Varus (BOTTOM))
- 在 429 秒時，(Caitlyn (BOTTOM)) 擊殺了 小龍
- 在 529 秒時，(Caitlyn (BOTTOM)) 被 (MonkeyKing (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Lux (UTILITY)
終場表現: - 擊殺數: 1, 死亡數: 12, 助攻數: 22 - 獲得金錢: 12319 - 經驗值: 17064, 等级: 17 - 小兵擊殺數: 84, 野怪擊殺數: 0 關鍵事件:
- 在 237 秒時，(Lux (UTILITY)) 助攻 (Caitlyn (BOTTOM)) 擊殺了 (Varus (BOTTOM))
- 在 510 秒時，(Lux (UTILITY)) 被 (MonkeyKing (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Vayne (TOP)
終場表現: - 擊殺數: 7, 死亡數: 6, 助攻數: 5 - 獲得金錢: 12157 - 經驗值: 14126, 等级: 15 - 小兵擊殺數: 173, 野怪擊殺數: 4 關鍵事件:
- 在 403 秒時，(Vayne (TOP)) 擊殺了 (KSante (TOP))
- 在 428 秒時，(Vayne (TOP)) 被 (Lissandra (MIDDLE)) 擊殺
",Win
"比賽模式: CLASSIC
使用英雄: JarvanIV (JUNGLE)
終場表現: - 擊殺數: 13, 死亡數: 3, 助攻數: 9 - 獲得金錢: 13302 - 經驗值: 14392, 等级: 15 - 小兵擊殺數: 28, 野怪擊殺數: 128 關鍵事件:
- 在 140 秒時，(JarvanIV (JUNGLE)) 助攻 (Vex (MIDDLE)) 擊殺了 (Skarner (JUNGLE))
- 在 207 秒時，(JarvanIV (JUNGLE)) 擊殺了 (Skarner (JUNGLE))
- 在 403 秒時，(JarvanIV (JUNGLE)) 助攻 (Vayne (TOP)) 擊殺了 (KSante (TOP))
- 在 452 秒時，(JarvanIV (JUNGLE)) 擊殺了 (Skarner (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: Vex (MIDDLE)
終場表現: - 擊殺數: 5, 死亡數: 5, 助攻數: 7 - 獲得金錢: 9834 - 經驗值: 12290, 等级: 14 - 小兵擊殺數: 166, 野怪擊殺數: 0 關鍵事件:
- 在 140 秒時，(Vex (MIDDLE)) 擊殺了 (Skarner (JUNGLE))
- 在 403 秒時，(Vex (MIDDLE)) 助攻 (Vayne (TOP)) 擊殺了 (KSante (TOP))
",Win
"比賽模式: CLASSIC
使用英雄: Kaisa (BOTTOM)
終場表現: - 擊殺數: 10, 死亡數: 5, 助攻數: 9 - 獲得金錢: 11940 - 經驗值: 11847, 等级: 14 - 小兵擊殺數: 152, 野怪擊殺數: 27 關鍵事件:
- 在 110 秒時，(Kaisa (BOTTOM)) 被 (Lucian (BOTTOM)) 擊殺
- 在 235 秒時，(Kaisa (BOTTOM)) 助攻 (Shaco (UTILITY)) 擊殺了 (Lucian (BOTTOM))
- 在 410 秒時，(Kaisa (BOTTOM)) 擊殺了 (Braum (UTILITY))
- 在 417 秒時，(Kaisa (BOTTOM)) 擊殺了 (Lucian (BOTTOM))
",Win
"比賽模式: CLASSIC
使用英雄: Shaco (UTILITY)
終場表現: - 擊殺數: 2, 死亡數: 5, 助攻數: 18 - 獲得金錢: 8551 - 經驗值: 10304, 等级: 13 - 小兵擊殺數: 36, 野怪擊殺數: 4 關鍵事件:
- 在 103 秒時，(Shaco (UTILITY)) 被 (Lucian (BOTTOM)) 擊殺
- 在 235 秒時，(Shaco (UTILITY)) 擊殺了 (Lucian (BOTTOM))
- 在 409 秒時，(Shaco (UTILITY)) 被 (Lucian (BOTTOM)) 擊殺
- 在 410 秒時，(Shaco (UTILITY)) 助攻 (Kaisa (BOTTOM)) 擊殺了 (Braum (UTILITY))
- 在 417 秒時，(Shaco (UTILITY)) 助攻 (Kaisa (BOTTOM)) 擊殺了 (Lucian (BOTTOM))
- 在 452 秒時，(Shaco (UTILITY)) 助攻 (JarvanIV (JUNGLE)) 擊殺了 (Skarner (JUNGLE))
",Win
"比賽模式: CLASSIC
使用英雄: KSante (TOP)
終場表現: - 擊殺數: 2, 死亡數: 7, 助攻數: 6 - 獲得金錢: 8046 - 經驗值: 11466, 等级: 14 - 小兵擊殺數: 122, 野怪擊殺數: 0 關鍵事件:
- 在 403 秒時，(KSante (TOP)) 被 (Vayne (TOP)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Skarner (JUNGLE)
終場表現: - 擊殺數: 5, 死亡數: 7, 助攻數: 7 - 獲得金錢: 9295 - 經驗值: 10897, 等级: 13 - 小兵擊殺數: 19, 野怪擊殺數: 104 關鍵事件:
- 在 140 秒時，(Skarner (JUNGLE)) 被 (Vex (MIDDLE)) 擊殺
- 在 207 秒時，(Skarner (JUNGLE)) 被 (JarvanIV (JUNGLE)) 擊殺
- 在 428 秒時，(Skarner (JUNGLE)) 助攻 (Lissandra (MIDDLE)) 擊殺了 (Vayne (TOP))
- 在 452 秒時，(Skarner (JUNGLE)) 被 (JarvanIV (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Lissandra (MIDDLE)
終場表現: - 擊殺數: 4, 死亡數: 7, 助攻數: 4 - 獲得金錢: 9300 - 經驗值: 11779, 等级: 14 - 小兵擊殺數: 169, 野怪擊殺數: 0 關鍵事件:
- 在 428 秒時，(Lissandra (MIDDLE)) 擊殺了 (Vayne (TOP))
",Lose
"比賽模式: CLASSIC
使用英雄: Lucian (BOTTOM)
終場表現: - 擊殺數: 13, 死亡數: 10, 助攻數: 3 - 獲得金錢: 12641 - 經驗值: 9985, 等级: 13 - 小兵擊殺數: 162, 野怪擊殺數: 0 關鍵事件:
- 在 103 秒時，(Lucian (BOTTOM)) 擊殺了 (Shaco (UTILITY))
- 在 110 秒時，(Lucian (BOTTOM)) 擊殺了 (Kaisa (BOTTOM))
- 在 235 秒時，(Lucian (BOTTOM)) 被 (Shaco (UTILITY)) 擊殺
- 在 409 秒時，(Lucian (BOTTOM)) 擊殺了 (Shaco (UTILITY))
- 在 417 秒時，(Lucian (BOTTOM)) 被 (Kaisa (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Braum (UTILITY)
終場表現: - 擊殺數: 0, 死亡數: 7, 助攻數: 13 - 獲得金錢: 6552 - 經驗值: 7986, 等级: 11 - 小兵擊殺數: 32, 野怪擊殺數: 0 關鍵事件:
- 在 103 秒時，(Braum (UTILITY)) 助攻 (Lucian (BOTTOM)) 擊殺了 (Shaco (UTILITY))
- 在 110 秒時，(Braum (UTILITY)) 助攻 (Lucian (BOTTOM)) 擊殺了 (Kaisa (BOTTOM))
- 在 409 秒時，(Braum (UTILITY)) 助攻 (Lucian (BOTTOM)) 擊殺了 (Shaco (UTILITY))
- 在 410 秒時，(Braum (UTILITY)) 被 (Kaisa (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: TwistedFate (TOP)
終場表現: - 擊殺數: 0, 死亡數: 6, 助攻數: 0 - 獲得金錢: 4379 - 經驗值: 5952, 等级: 9 - 小兵擊殺數: 94, 野怪擊殺數: 4 關鍵事件:
- 在 248 秒時，(TwistedFate (TOP)) 被 (Rumble (TOP)) 擊殺
- 在 400 秒時，(TwistedFate (TOP)) 被 (Khazix (JUNGLE)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Hecarim (JUNGLE)
終場表現: - 擊殺數: 0, 死亡數: 2, 助攻數: 3 - 獲得金錢: 4828 - 經驗值: 5469, 等级: 9 - 小兵擊殺數: 8, 野怪擊殺數: 92 關鍵事件:
- 在 399 秒時，(Hecarim (JUNGLE)) 被 (Khazix (JUNGLE)) 擊殺
- 在 495 秒時，(Hecarim (JUNGLE)) 助攻 (Varus (BOTTOM)) 擊殺了 (Lulu (UTILITY))
- 在 502 秒時，(Hecarim (JUNGLE)) 助攻 (Ezreal (UTILITY)) 擊殺了 (Khazix (JUNGLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Brand (MIDDLE)
終場表現: - 擊殺數: 3, 死亡數: 2, 助攻數: 0 - 獲得金錢: 6098 - 經驗值: 8587, 等级: 12 - 小兵擊殺數: 142, 野怪擊殺數: 0 關鍵事件:
- 在 346 秒時，(Brand (MIDDLE)) 擊殺了 (Cassiopeia (MIDDLE))
- 在 347 秒時，(Brand (MIDDLE)) 被 (Khazix (JUNGLE)) 擊殺
- 在 460 秒時，(Brand (MIDDLE)) 擊殺了 (Cassiopeia (MIDDLE))
",Lose
"比賽模式: CLASSIC
使用英雄: Varus (BOTTOM)
終場表現: - 擊殺數: 1, 死亡數: 3, 助攻數: 3 - 獲得金錢: 6040 - 經驗值: 5704, 等级: 9 - 小兵擊殺數: 132, 野怪擊殺數: 0 關鍵事件:
- 在 478 秒時，(Varus (BOTTOM)) 助攻 (Ezreal (UTILITY)) 擊殺了 (Ashe (BOTTOM))
- 在 495 秒時，(Varus (BOTTOM)) 擊殺了 (Lulu (UTILITY))
- 在 502 秒時，(Varus (BOTTOM)) 助攻 (Ezreal (UTILITY)) 擊殺了 (Khazix (JUNGLE))
- 在 535 秒時，(Varus (BOTTOM)) 被 (Ashe (BOTTOM)) 擊殺
",Lose
"比賽模式: CLASSIC
使用英雄: Ezreal (UTILITY)
終場表現: - 擊殺數: 4, 死亡數: 3, 助攻數: 1 - 獲得金錢: 5037 - 經驗值: 5277, 等级: 9 - 小兵擊殺數: 26, 野怪擊殺數: 0 關鍵事件:
- 在 478 秒時，(Ezreal (UTILITY)) 擊殺了 (Ashe (BOTTOM))
- 在 495 秒時，(Ezreal (UTILITY)) 助攻 (Varus (BOTTOM)) 擊殺了 (Lulu (UTILITY))
- 在 502 秒時，(Ezreal (UTILITY)) 擊殺了 (Khazix (JUNGLE))
- 在 531 秒時，(Ezreal (UTILITY)) 被 (Ashe (BOTTOM)) 擊殺
",Lose
